Drug_ID,Drug,Y,sa-score,molecular-weight,pca_1,pca_2,pca_3,pca_4,umap_1,umap_2,tsne_1,tsne_2,RA_score
Drug 2872,CCCCCCCCCCCCOS(=O)(=O)O,0.0,2.006689,266.403,0.9373511,0.13802093,-0.20869246,0.34938076,0.41136992,-0.4783442,0.9556903988893136,0.0878309655761766,0.97849876
Drug 2873,CC(C)=C1CC[C@@H](C)CC1=O,0.0,3.192552,152.237,0.9249254,0.22606121,0.026447318,0.26085097,0.4464699,-0.28601122,0.7980478571744201,0.1497647486893071,0.89573246
Drug 2874,CC(=O)c1cccc2c1OC1(C)OOC21C,1.0,3.985621,220.22399999999996,0.9286154,0.06599785,0.094027355,0.37831622,0.53759253,0.16733253,0.3657620210952418,0.191897562200209,0.18246512
Drug 2875,BrCc1c2ccccc2cc2ccc3ccccc3c12,1.0,2.064503,321.2170000000001,0.9110114,-0.086719856,0.15841016,0.32473555,0.1770432,0.13312817,-0.0963666620973271,0.0169964391527857,0.97115415
Drug 2877,CCC(C)Nc1snc2ccccc12,0.0,2.784289,206.314,0.92320824,0.092337996,0.06242003,0.3671929,0.50248873,0.05744469,0.4537643516038429,0.1761639134741012,0.9808039
Drug 2878,Cc1cnc2cc(CO)c3c(nc(N)n3C)c2n1,1.0,3.024469,243.27,0.894574,0.08436071,0.10511714,0.26041165,0.28813636,0.1576134,-0.0060335890770679,0.0610377423355313,0.9433737
Drug 2879,Cc1ccc(NC(N)=O)cc1,0.0,1.393568,150.18100000000004,0.943716,0.57085526,0.11340489,0.4899844,0.5759804,0.12881947,0.5273331246771062,0.0071627994003991,0.9970987
Drug 2881,CN(C(=O)CCCl)c1snc2ccccc12,1.0,2.743327,254.74200000000005,0.9036266,-0.077520296,0.097383484,0.41413248,0.21467996,0.21990633,0.1131036277051756,-0.0716334644900227,0.9918886
Drug 2883,NC(=O)Nc1cccc2cccnc12,0.0,1.824788,187.202,0.96043813,0.25161016,0.03713171,0.2861383,0.5537673,0.039649367,0.6612029417106862,0.1991698093030589,0.9975998
Drug 2884,c1ccc2c(c1)cc1ccc3cc4ccccc4c4ccc2c1c34,1.0,1.824299,302.37600000000003,0.9011918,-0.103085205,0.16759345,0.1841397,-0.24096525,0.5578387,-0.5398590217102177,-0.1080839958138512,0.97578627
Drug 2887,Cc1ccc2nsc(NC(=O)C(Cl)(Cl)Cl)c2c1,1.0,2.717661,309.6050000000001,0.92802083,0.0028899908,0.11577749,0.38753352,0.5283141,-0.029288173,-0.0096307810266231,-0.1535467522179531,0.99425733
Drug 2889,O=[N+]([O-])c1ccc(O)cc1,0.0,1.611854,139.11,0.9271186,0.20438631,0.0581593,0.48657078,0.440791,-0.042871296,0.2396478536890073,0.2543554112633646,0.9893861
Drug 2890,C[C@H]1CC(=O)O1,1.0,2.673741,86.08999999999999,0.948169,0.35858417,0.02925343,0.20501381,0.598196,-0.23895139,0.3252585841260981,0.4386586619704815,0.9424608
Drug 2891,CSCCC(N)C(=O)O,0.0,2.640364,149.215,0.95647657,0.5901546,0.10068764,0.29604793,0.62047863,-0.43713248,0.6046176901235396,0.5662721112465245,0.9724544
Drug 2892,O=c1c(=O)c2c([N+](=O)[O-])ccc3ccc4cccc1c4c32,1.0,2.363741,277.23500000000007,0.9082842,-0.14445192,0.17128667,0.089653134,-0.26667738,0.5785867,-0.2842920426835345,0.140968371627823,0.85077006
Drug 2893,Cc1cnc2ccc3c(nc(NO)n3C)c2n1,1.0,2.840683,229.243,0.9073561,0.07246563,0.15388596,0.26316386,0.339157,-0.09192628,0.1970198644538846,0.1297513124810525,0.95225126
Drug 2894,O=C(O)C=C(C(Cl)Cl)C(Cl)Cl,1.0,3.73479,237.897,0.94356906,0.18398649,0.11955476,0.16857408,0.7676611,-0.1033926,0.1998180669548893,0.4790785423088926,0.9338683
Drug 2895,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,0.0,2.082337,244.077,0.92258525,0.103281245,0.09735652,0.4751866,0.5991957,-0.06312996,0.2146442083869817,0.3728058879108752,0.9490444
Drug 2896,CC1(C)C2CCC3(CO3)C1C2,0.0,4.965185,152.237,0.9360323,0.288526,0.025819883,0.40580624,0.44745755,-0.33761728,0.7710029085109334,0.0887240636824285,0.45822656
Drug 2898,NC(=O)N(CC(=O)O)N=O,0.0,3.044995,147.08999999999995,0.9449913,0.30305457,0.19234565,0.39611605,0.75769424,-0.43634325,0.4324591501477848,0.6327535508603678,0.97497684
Drug 2901,CCOC(=O)N(C)N=O,1.0,2.972251,132.119,0.90642756,0.26272273,0.054699775,0.32483977,0.5247519,-0.2978831,0.5488448281605149,0.342152138185225,0.97171175
Drug 2903,COC(=O)c1ccc(N=Nc2ccc(N(C)OC(C)=O)cc2)cc1,1.0,2.589151,327.34000000000003,0.91569436,0.11381167,0.11585044,0.2748769,0.5106467,0.20405841,0.4792640707844323,-0.0559393286952568,0.9924223
Drug 2904,CC(=O)OCC12OOC1(C)c1ccccc1O2,1.0,3.96982,236.223,0.91946,0.01497817,0.11083585,0.4499308,0.25515974,0.1448108,0.0971746947344768,0.2139945648960775,0.12911879
Drug 2906,Cn1ccnc1[N+](=O)[O-],1.0,2.886915,127.103,0.93454766,0.47617653,0.042939797,0.52517927,0.6696031,-0.229016,0.7839419918838745,0.3496404694986403,0.9725089
Drug 2909,Fc1ccc2cccnc2c1,1.0,1.623354,147.152,0.9569598,0.12067067,-0.14929411,0.5045689,0.657125,0.29964054,0.7723968464199663,-0.1472566847022472,0.99210733
Drug 2910,C=CBr,1.0,3.652088,106.95,0.9157907,-0.010190487,0.068997495,0.4251235,0.72257257,-0.044774354,0.2486623980843285,0.3786395872743295,0.97579247
Drug 2911,CC(=O)O[C@H](c1ccccc1)N(C)N=O,1.0,3.09465,208.217,0.9141196,0.16229849,0.01538837,0.45115486,0.5281888,0.14707303,0.49897617734394,0.0275112011534244,0.9319089
Drug 2912,O=C/C=C\c1ccco1,0.0,2.647916,122.12299999999998,0.935114,0.22375655,0.04211653,0.53735924,0.49391663,-0.06365657,0.4981978374619326,0.0994345894879311,0.9488898
Drug 2913,N[C@@H](CCC(=O)NNc1ccccc1)C(=O)O,1.0,2.375385,237.259,0.9329054,0.172508,0.11165424,0.396792,0.56237113,0.04111731,0.5363173437393749,0.102407629309858,0.89757514
Drug 2914,Cc1cc(N=Nc2ccccc2C)ccc1N,1.0,2.248754,225.295,0.8966908,0.031865112,0.17305665,0.22905618,0.32481945,0.23584974,0.1481375401513777,-0.0962774862568525,0.9938689
Drug 2915,CCOC(=O)[C@H](SP(=S)(OC)OC)c1ccccc1,0.0,3.127148,320.372,0.9305282,0.033558063,0.06709822,0.5575203,0.34482372,0.17528486,0.2454309296970766,-0.1822635806217039,0.9651604
Drug 2918,CC(C)(C#N)C(C)(C)C#N,0.0,3.528896,136.19799999999998,0.9077993,-0.16506827,0.06837238,0.2879578,0.5983151,-0.11535025,0.19539373082989,0.3474248910550853,0.8885767
Drug 2919,Cc1ccc([N+](=O)[O-])c(C)c1,1.0,1.650302,151.16500000000002,0.86623394,0.19946578,0.049002834,0.51631445,0.4335239,-0.043031573,0.2339067345688075,0.2585809916083517,0.9957113
Drug 2920,CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1,0.0,2.275235,305.359,0.9106831,0.048904,0.11799603,0.43534523,0.28555298,0.16377187,0.306252268382412,0.0400337230440053,0.9941923
Drug 2921,Cc1ccc(C(C)C)cc1O,0.0,1.767602,150.221,0.92285985,0.21796219,-0.008610606,0.46689594,0.6259625,0.28329432,0.7443211892643508,-0.2828910452252339,0.99213153
Drug 2923,NCCNc1cccc2ccccc12,1.0,1.669505,186.258,0.9301044,0.10949765,-0.023619935,0.30496675,0.6010802,0.3258953,0.6953159061622282,-0.2126020970825007,0.9861311
Drug 2924,C[C@H](CS)[C@@H]1CC[C@@H](C)[C@H](S)C1,0.0,4.663058,204.404,0.94401056,0.07732429,-0.116347104,0.40959835,0.35392106,-0.41116697,0.8671607155782829,0.0102308618310223,0.930989
Drug 2925,C[C@H](Cl)CN(C)C,1.0,3.142762,121.611,0.93953896,0.11717204,0.019723997,0.43125683,0.62488866,-0.1356461,0.5283447016318404,0.3218678988474834,0.9901091
Drug 2927,O=C1c2ccccc2C(=O)c2c1cc(OC1OC(COC3OCC(O)C(O)C3O)C(O)C(O)C1O)c(CO)c2O,1.0,4.60789,564.4960000000002,0.89267015,0.11739717,0.14817718,0.18473366,-0.5000561,0.118104935,-0.7882058605959303,-0.0545976868630521,0.39408123
Drug 2928,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.0,2.146445,254.285,0.9243917,0.21976376,0.0965405,0.5310458,0.45556402,0.1948657,0.2706257461662107,-0.0543887122963913,0.9908351
Drug 2930,C#C[C@@](OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(C)c(C)c1,1.0,2.984747,361.48500000000007,0.90357274,-0.075837255,0.16300711,0.67801636,-0.20108902,0.25888634,-0.5368695282767197,-0.2582960128987708,0.9904207
Drug 2931,COCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,0.0,2.157021,462.4980000000002,0.9161877,-0.06755188,0.13054168,0.49519157,0.30784118,0.46681714,0.1378495135191255,-0.5971079910677232,0.9845079
Drug 2933,CC(=O)N(N)C(C)=O,0.0,2.898515,116.12,0.92357516,0.09807028,0.16609004,0.3446067,0.44258034,-0.20007432,0.1213281998622686,0.4011512836349617,0.98188996
Drug 2934,Nc1ccc2nc3ccccn3c2n1,1.0,2.39093,184.20200000000003,0.9340187,0.1986146,0.06043537,0.03081426,0.5528896,0.056443095,0.4175843312719826,0.1694621296963409,0.9875236
Drug 2935,O=C1c2c(O)ccc(Nc3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,1.0,2.556565,420.3770000000002,0.89274055,-0.07798354,0.07665422,0.17758808,0.20903814,0.097355366,-0.0323193203754333,0.0990501717057573,0.7674625
Drug 2936,OCCN(CCO)c1ccc2ccccc2c1,1.0,1.971483,231.295,0.9363418,0.0056714937,-0.09626868,0.46482107,0.5951197,0.3378445,0.7256552206045149,-0.2229193228615833,0.99117297
Drug 2941,COCCOCCOC,0.0,1.862846,134.175,0.93437064,0.26822716,-0.26576847,0.70268935,0.3955269,-0.5957196,0.8258887048110395,-0.3194183933477405,0.98456526
Drug 2942,Nc1ccc2c(n1)[nH]c1ccccc12,1.0,2.073381,183.21400000000003,0.9322391,0.0360298,0.08728114,0.17498803,-0.0053805113,0.5530491,-0.0850033977611062,-0.4022476262322215,0.9890842
Drug 2943,O=C(O)CCCC[C@@H]1CCSS1,0.0,3.1708,206.332,0.9397284,0.47514093,-0.07199162,0.21251093,0.4863019,-0.4450767,0.91063281027712,0.1061890282037792,0.9795633
Drug 2944,Cc1cccc(N=Nc2c(O)ccc3ccccc23)c1C,0.0,2.301909,276.33900000000006,0.86546963,0.030012101,0.24442358,0.30796963,0.2644484,0.13359153,0.1510539368033176,0.0519288067744991,0.9956125
Drug 2945,SCCc1cnccn1,0.0,2.765864,140.21099999999998,0.98064435,0.43343008,-0.17466775,0.5406148,0.708792,-0.2400639,0.7457614666004598,0.3720675329405012,0.989849
Drug 2947,CNCC(=O)O,0.0,2.266946,89.09399999999998,0.9669333,0.68806046,0.16418481,0.37971303,0.6673713,-0.41727895,0.5835874088743975,0.5958420109106461,0.9908653
Drug 2948,Cn1/c(=N/N)sc2ccccc21,1.0,2.393334,179.24800000000002,0.9058138,0.17386326,0.092670955,0.31999,0.4855653,0.063052535,0.389786330622953,0.1970107252612049,0.9611502
Drug 2949,Oc1cccc2c1ccc1c3ccccc3ccc21,1.0,1.733424,244.293,0.9100344,-0.06237541,0.19226485,0.26611555,0.20190454,0.112241745,-0.0957567306000671,0.0191052791187961,0.9593536
Drug 2950,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CCC12C,0.0,4.302278,388.5480000000002,0.9226682,-0.14385064,0.1556865,0.20997788,-0.8121931,0.4233029,-0.5441938659807346,-0.7011439585462728,0.25660023
Drug 2953,CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C,1.0,4.515636,420.6780000000003,0.9259193,-0.11942755,0.0053700954,0.25848103,-0.67916507,0.28373492,-0.5952790779108825,-0.5842901830830356,0.07168223
Drug 2954,NC1CCCC(N)C1,0.0,3.224467,114.192,0.9711661,0.30757743,-0.032699168,0.45530736,0.3955332,-0.40884346,0.8675001997801335,0.0125806364565592,0.96421635
Drug 2955,C1=Cc2cc3cccc4c5ccccc5c5ccc1c2c5c34,1.0,2.36571,276.338,0.9029083,-0.13481323,0.11511114,0.09136835,0.20170689,0.14267206,-0.1658810714803396,-0.0929170903359325,0.8752372
Drug 2956,CCCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,1.0,2.54523,296.322,0.9033117,0.05048407,0.13992982,0.32533884,0.29732418,0.052279115,-0.0877306686312818,0.0730376785944331,0.85982543
Drug 2958,C=CCOC(=O)CC(C)C,0.0,2.227485,142.19799999999998,0.93780434,0.28048813,-0.08103025,0.32663906,0.49138832,-0.35788846,0.8061002904944882,0.155850374067238,0.98569715
Drug 2959,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,0.0,2.25874,299.355,0.8863803,-0.11827923,0.1337219,0.4225407,0.19572425,0.7620125,0.1279986345695324,-0.0757722021496807,0.982008
Drug 2960,O=[N+]([O-])c1ccc(CBr)cc1,1.0,1.846254,216.034,0.9168474,0.15064657,0.058603477,0.4901392,0.4378407,-0.043634474,0.2392763040637354,0.2539336091033488,0.992702
Drug 2961,CCOC(=O)C(C#N)c1snc2ccc([N+](=O)[O-])cc12,1.0,3.330462,291.288,0.9062765,-0.113627866,0.16622585,0.29892784,0.24779892,0.22194421,-0.0193084579847735,0.0491224509760232,0.8899899
Drug 2962,O=C(/C=C/c1ccc(F)cc1)c1ccccc1,0.0,1.548325,226.25000000000003,0.9441861,-0.029171638,0.004258707,0.5651443,0.49021995,0.20844162,0.3468933281650981,-0.0917170372176186,0.99836403
Drug 2964,OCc1ccnc2ccccc12,0.0,1.740885,159.188,0.9637307,0.23417564,-0.14761537,0.33501118,0.6425109,0.298414,0.7600051652938881,-0.1326086714357818,0.9924912
Drug 2965,CN(C)C(=O)N(C)C=O,1.0,3.135998,130.147,0.91712886,0.18946812,0.15550277,0.36160326,0.55136156,-0.13377047,0.389235612691275,0.3413865472145375,0.98039734
Drug 2967,O=C1OC(=O)c2ccccc21,0.0,1.930292,148.11699999999996,0.8778008,0.12271623,0.095944494,0.37272912,0.51647305,0.112638354,0.5130998731426881,0.0346704484717197,0.95741445
Drug 2968,N#Cc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1.0,1.932905,250.257,0.9405515,-0.0033071488,0.07684494,0.27388018,0.2923627,0.2659762,0.0343780144264883,-0.079903631609023,0.99754673
Drug 2969,OCc1ccc2cccc3c2c1-c1ccccc1-3,0.0,2.028209,232.282,0.8930001,0.024599891,0.13392039,0.15235208,0.4391098,0.15978515,-0.016020556632983,-0.1151398356040878,0.9452893
Drug 2971,Cc1cc([N+](=O)[O-])c(C)c2c1[nH]c1ccc([N+](=O)[O-])cc12,1.0,2.457267,285.25900000000007,0.89370143,-0.07022053,0.32141078,0.4010777,0.43414426,-0.046721518,0.2264590008573114,0.293011246082334,0.96510136
Drug 2972,NC(CSC(=O)NCCCl)C(=O)O,1.0,3.359239,226.685,0.9520281,0.3195274,0.15751795,0.32295367,0.65647554,-0.36036015,0.5063950086978785,0.5419006630662822,0.97100854
Drug 2973,O=[N+]([O-])c1ccc2cc3ccccc3cc2c1,1.0,1.765333,223.231,0.9198494,-0.06446715,0.15096322,0.3412338,0.17292082,0.2012583,-0.0341808905159362,-0.4587264268053765,0.98791015
Drug 2974,CCCCOCCOCCSC#N,0.0,2.731602,203.307,0.92156106,0.03466293,-0.21068618,0.500722,0.36849403,-0.4612494,0.955782082295861,0.0296157091383927,0.9876987
Drug 2975,c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,1.0,1.885837,267.331,0.90819937,-0.102808,0.17962855,0.17862199,-0.22274363,0.55105305,-0.1662903756097148,-0.0894034905326541,0.96657014
Drug 2976,CCCCN,0.0,1.974233,73.139,0.9692269,0.48857656,-0.29678488,0.4634541,0.4484551,-0.5421095,0.9722535506159647,0.1628482050846401,0.99164975
Drug 2978,c1ccc(COCC2CO2)cc1,1.0,2.136713,164.204,0.9576963,0.13473092,-0.2072658,0.6517724,0.6483712,0.34002805,0.820634883208699,-0.1935975419520293,0.9917984
Drug 2979,Nc1nc(-c2cccnc2)cs1,0.0,2.084262,177.232,0.9264448,0.19598204,0.071103245,0.46008563,0.5318054,-0.15906042,0.3873386380131142,0.3142763755821346,0.9850588
Drug 2982,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,0.0,1.935947,348.4430000000001,0.95824045,0.052337557,0.11911062,0.605851,0.3474728,0.42486036,0.388312731849035,-0.6720011948511616,0.99835205
Drug 2983,O=[N+]([O-])c1ccc2c3c(cccc13)C=C2,1.0,2.406097,197.193,0.9022259,-0.021118544,0.15967965,0.2647181,0.23201883,0.16201568,-0.0193975654343849,0.0534157539442703,0.9788802
Drug 2985,N[C@@H]1C[C@H]1c1ccccc1,0.0,2.404241,133.194,0.9671235,0.25232124,-0.15348858,0.47038355,0.6817806,0.32419705,0.7885795206134204,-0.1689753744344532,0.9499816
Drug 2986,Cc1cccc2c1ccc1cc3ccccc3cc12,1.0,1.750645,242.321,0.9050141,-0.090169325,0.16596603,0.301946,0.15954435,0.12185538,-0.1033943762025035,-0.0748162567223035,0.9844972
Drug 2987,ClCc1ccccc1,1.0,1.350451,126.58599999999996,0.9551006,0.12346332,-0.25659764,0.5877012,0.7084904,0.3485005,0.8141416987284789,-0.1842583460435846,0.99335665
Drug 2989,O=CN(O)c1ccc([N+](=O)[O-])cc1,1.0,2.589373,182.135,0.9087074,0.25635654,0.09114957,0.48252818,0.43838513,-0.039990485,0.2441811980155682,0.2521341780223848,0.8860254
Drug 2990,COC(=O)C(C)Cl,1.0,2.860121,122.551,0.9343849,0.19058985,0.03753876,0.28436443,0.72471213,-0.118216276,0.2458239393725354,0.4634794983247185,0.99280614
Drug 2991,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,0.0,2.284719,279.383,0.9191435,0.06350602,0.12489706,0.4577825,0.45160627,0.49752867,0.4496323747747384,-0.5425069169417053,0.9762274
Drug 2993,CCN(CCCC(=O)O)N=O,1.0,2.822359,160.173,0.9659169,0.53122234,0.041638218,0.35832754,0.60409486,-0.390431,0.5910318634449475,0.5496412030212446,0.95739937
Drug 2994,CC(=O)OCc1cccc([N+](=O)[O-])c1,0.0,1.76193,195.174,0.90286326,0.23240414,0.006594822,0.4542085,0.54183185,0.122183084,0.5022286795046681,0.0330469206515931,0.99076325
Drug 2999,C[N+]1=CC=C(c2ccccc2)CC1,1.0,2.852133,172.25099999999998,0.9490551,0.14871398,-0.062482998,0.4702417,0.62337804,0.30045056,0.7304541208794844,-0.1975229803068005,0.018148836
Drug 3000,Oc1cccc2cccnc12,1.0,1.755801,145.16099999999997,0.94518685,0.046102133,-0.07322827,0.16814494,0.6103692,0.05128956,0.7124629463789641,0.1826160243214108,0.992067
Drug 3002,C1=Cc2c3ccc4cccc5ccc(c6cccc1c26)c3c45,1.0,2.410297,276.338,0.90001315,-0.14037037,0.13379808,0.13606478,0.32845032,0.28106904,-0.0983561840159944,-0.1365089513068559,0.8247388
Drug 3004,CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O,0.0,2.538258,292.331,0.9210811,0.114937134,0.14500493,0.59896946,0.33643997,0.20097756,0.2905494749300406,0.1217050377988132,0.9600911
Drug 3005,CCN(CC)C(=O)c1cccc(C)c1,0.0,1.583118,191.274,0.9042111,0.1283567,0.16461712,0.42059708,0.49955106,0.22722423,0.4729106283004002,-0.0528925119511575,0.9953419
Drug 3008,Cc1ccc2cc3c(ccc4ccccc43)cc2c1,1.0,1.755101,242.321,0.8977844,-0.07864766,0.18184762,0.28185368,0.15266526,0.14745641,-0.0990842528726232,-0.1178258745134808,0.9328256
Drug 3010,Nc1ccc(N(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1,0.0,1.911091,360.4600000000001,0.8988201,-0.065919876,0.14706916,0.1390714,-0.11034548,0.4534154,-0.1877098422966795,-0.4068729457765477,0.9606075
Drug 3013,CCCCON(OC(C)=O)C(=O)c1ccccc1,1.0,2.495787,251.282,0.9173904,-0.03744641,0.08478683,0.6545951,0.3392005,0.27711582,0.2351110002783816,-0.177744866357334,0.97406626
Drug 3014,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3nc12,1.0,1.866228,279.342,0.9024198,-0.10470028,0.1589778,0.18231326,0.19907916,0.23170602,-0.0347861719699866,-0.444808026042577,0.8246762
Drug 3015,O=P(O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,0.0,4.007494,348.208,0.86837965,0.26731881,0.31270915,0.25465935,-0.10876393,-0.4020713,-0.2735926452520804,0.6340842221679672,0.79854804
Drug 3018,Cn1c(N)nc2nc3ccccc3cc21,1.0,2.405617,198.229,0.91404355,0.116972834,0.11715158,0.20384674,0.27309847,-0.057914793,0.3837838004615636,0.1427186196918559,0.9217661
Drug 3019,CCCCCCc1ccc(O)cc1O,0.0,1.865858,194.274,0.9131835,0.0399492,-0.100099504,0.45514867,0.6048838,0.32002008,0.7590165829988568,-0.3058981221723826,0.9923604
Drug 3020,CC(N)C(=O)O,0.0,2.319603,89.09399999999998,0.97089064,0.4723694,0.18360662,0.3841399,0.7361865,-0.43275154,0.5466356691714311,0.6273553817738176,0.9910302
Drug 3021,Cc1c2ccccc2cc2c1ccc1ccccc12,1.0,1.750131,242.321,0.9069876,-0.09528072,0.13569106,0.25582746,0.20538247,0.19255042,-0.0274355201416498,-0.1576849001707186,0.979179
Drug 3022,ClCc1ccc(Br)cc1,0.0,1.664253,205.482,0.92368096,0.07405523,0.08052933,0.41215935,0.57255566,-0.034601748,0.153052657387812,0.1640484811685075,0.9952242
Drug 3023,BrCCBr,1.0,3.207923,187.862,0.9083432,-0.02445706,0.038394354,0.48300534,0.734684,-0.04344219,0.2523494836818106,0.375998287567397,0.988552
Drug 3025,CCCCOC(=O)c1ccc(N)cc1,0.0,1.589059,193.246,0.9395282,0.26986307,0.09007971,0.46775764,0.5297098,0.17887771,0.5457301996780957,-0.0330301368814968,0.99671715
Drug 3027,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,1.0,1.971024,226.446,0.90005934,0.14660075,0.07093084,0.4968486,0.7288227,-0.036360204,0.2924535515894451,0.3531786042262916,0.9935539
Drug 3028,N#CC(Cl)Cl,1.0,3.616284,109.943,0.94034564,0.14744349,0.11303486,0.31471616,0.722986,-0.08047551,0.274380472084398,0.4108035282637162,0.9646915
Drug 3029,CC(=O)OC(C(=O)c1ccccc1)c1ccccc1,0.0,2.11966,254.28500000000005,0.9177503,-0.011028275,-0.013415679,0.57922447,0.3717909,0.24778056,0.3179205392357261,-0.1023250773265972,0.91028947
Drug 3031,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,0.0,3.188617,303.24600000000004,0.87825155,0.18068281,0.15379627,-0.032897264,0.21917212,-0.01463145,-0.193980993716612,0.2093797844654908,0.9584668
Drug 3033,O=C(OC[C@H]1CO1)c1cccc(C(=O)OC[C@H]2CO2)c1,1.0,2.877321,278.26,0.9028398,-0.03079483,0.1736834,0.47894055,0.18980718,0.16847777,-0.1449507580976848,-0.1118179902144112,0.975022
Drug 3037,Clc1ccc(Cl)c(Cl)c1Cl,0.0,1.80391,215.894,0.9229145,0.33130586,0.04475443,0.5434369,0.7374482,-0.03648317,0.2656836956240827,0.3795355258526217,0.99141383
Drug 3038,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.0,2.411168,385.3700000000002,0.9160781,0.14629045,0.34189674,0.56931686,0.7390747,0.9943787,0.6940780343889665,-0.6359283848841064,0.9942064
Drug 3040,COC(C)(C)CC(C)=O,0.0,2.741867,130.18699999999998,0.921308,0.18076414,0.022861175,0.3494825,0.57827246,-0.130548,0.4867696788416999,0.3326798534631989,0.9626525
Drug 3041,CC(/C=C(\C#N)c1ccc(Cl)c(Cl)c1)C(c1ccccc1)C(C#N)c1ccc(Cl)c(Cl)c1,1.0,3.742226,500.2560000000002,0.8666408,-0.03769221,0.22868542,0.27556354,0.1855725,0.5129709,0.02138713892844,-0.6882973372814323,0.837411
Drug 3042,c1ccc(-c2ccccc2-c2ccccc2)cc1,0.0,1.0,230.31,0.9409364,0.10668727,-0.075919226,0.48590767,0.53653944,0.26532912,0.7484435845453858,-0.057728650733123,0.9907561
Drug 3046,NN(Cc1ccccc1)Cc1ccccc1,0.0,1.71606,212.296,0.9622279,0.06528584,-0.04020825,0.5605751,0.5250237,0.41887438,0.7046839090703495,-0.2143031596795664,0.9972339
Drug 3047,CC(C)C(=O)/N=c1\sn(C(=O)C(C)C)c2ccc([N+](=O)[O-])cc12,1.0,3.214714,335.3850000000001,0.90171844,-0.124864385,0.1488494,0.25795633,0.13665831,0.24534142,-0.0309729835020403,-0.1706242406272497,0.18060979
Drug 3048,O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,1.0,2.216102,192.13,0.89695257,0.14892754,0.22605053,0.37696892,0.40837455,-0.05124092,0.2137721464013519,0.2717046381119338,0.96907526
Drug 3049,Oc1nc2ccccc2o1,0.0,2.162026,135.12199999999996,0.9114926,0.16573003,0.075727,0.43730438,0.5032449,0.051511765,0.4611759056910234,0.2127618777146585,0.9751634
Drug 3051,NC(CSC(Cl)=C(Cl)Cl)C(=O)O,1.0,3.835526,250.534,0.9290578,0.2595455,0.14634103,0.29390466,0.7152157,-0.13424546,0.2257938571171904,0.4912175520645749,0.8400233
Drug 3052,O=[N+]([O-])c1ccc2c3c(c4c([N+](=O)[O-])ccc5ccc1c2c54)CCCC3,1.0,2.594245,346.3420000000002,0.8914573,-0.13199468,0.22976607,0.27765238,0.077578425,0.39371336,-0.1445565365852942,-0.030374480136431,0.06326696
Drug 3053,NC(=S)Nc1cccc2ccccc12,1.0,1.743546,202.282,0.9469739,0.08085659,0.0835208,0.29813117,0.583971,-0.042396247,0.2212886096722535,0.1209333839104033,0.9929288
Drug 3054,CN(C)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1.0,2.847881,254.271,0.90053684,-0.024861261,0.11615331,0.41117224,0.39111984,-0.012443602,0.0916427752307119,0.0202206889223862,0.97864085
Drug 3055,C=CCCCCCCCC,0.0,1.82872,140.27,0.9617664,0.07497994,-0.41384298,0.5139173,0.4089254,-0.5167234,0.9849599612810992,0.1411446374803755,0.9876078
Drug 3056,Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1.0,1.797516,285.3500000000001,0.9282009,0.017919406,0.034563094,0.120159686,0.43854332,0.28501332,-0.0365957486736258,-0.4528642036083952,0.9899324
Drug 3057,O=C(O)c1ccc(Cl)cc1,0.0,1.197746,156.56799999999998,0.9482794,0.38452575,0.07608114,0.49027514,0.66592884,0.0244807,0.5853112638644526,0.2084710342753942,0.99373055
Drug 3058,COc1ccc(CN(C)N=O)cc1,0.0,2.097128,180.207,0.94870806,0.27266604,0.008770987,0.41235632,0.5968597,0.19337046,0.5772804420326088,-0.079064525149714,0.97566
Drug 3059,CCc1cc(C(N)=S)ccn1,0.0,2.251425,166.24900000000002,0.9178011,0.12187575,0.059056778,0.3219018,0.54284084,-0.062785566,0.1668537553940411,0.1445439323536587,0.9909055
